artifact,artifact_path,content_sha256,bytes,deployed,passed,diagnostic_only,override_reason,skipped_required_gates,sanity_reason,wf_reason,candidate_artifact_used,recipe_validated,recipe_fingerprint,recipe_fingerprint_occurrences
panel-ltr.alpha158_fund.weekly_rollback_2026-07-10.json,backtesting/renquant_104/artifacts/prod/panel-ltr.alpha158_fund.weekly_rollback_2026-07-10.json,5211f6bebd90ca088c7fe2492cae1845369b80b84e53ed347d3c27d7a864c9cf,464741,False,True,False,2026-07-06 operator-directed freshness promote per model freshness governance policy (NO model >28d; freshness > strict gate). genuine_ic=+0.008 below 0.020 threshold due to structural embargo leakage floor (~+0.04 placebo on 60d label). real_ic=+0.055 is positive. Trained 2026-07-06.,[],"FAIL: shuf_ic=-0.0010 (need |·| < 0.005), genuine_ic=+0.0081 (need genuine_ic = aligned_real_ic − placebo_ic > +0.020 [genuine_ic>0.02 (shadow-only, not enforced)]; aligned_real_ic=+0.0651, placebo_ic=+0.0570)","FAIL: absolute_ok=True, benchmark_ok=False, regime_ok=False; mean Sharpe +0.778, 3/3 cuts > 0; SPY mean Sharpe +1.081, ΔSharpe -0.303, beat SPY Sharpe 1/3, beat SPY APY 0/3; benchmark-lag regimes=['HIGH_CALM', 'LOW_SPIKED']",False,True,sha256:cfdd6cb8e950da0f,43
panel-ltr.alpha158_fund.weekly_rollback_2026-07-11.json,backtesting/renquant_104/artifacts/prod/panel-ltr.alpha158_fund.weekly_rollback_2026-07-11.json,5211f6bebd90ca088c7fe2492cae1845369b80b84e53ed347d3c27d7a864c9cf,464741,False,True,False,2026-07-06 operator-directed freshness promote per model freshness governance policy (NO model >28d; freshness > strict gate). genuine_ic=+0.008 below 0.020 threshold due to structural embargo leakage floor (~+0.04 placebo on 60d label). real_ic=+0.055 is positive. Trained 2026-07-06.,[],"FAIL: shuf_ic=-0.0010 (need |·| < 0.005), genuine_ic=+0.0081 (need genuine_ic = aligned_real_ic − placebo_ic > +0.020 [genuine_ic>0.02 (shadow-only, not enforced)]; aligned_real_ic=+0.0651, placebo_ic=+0.0570)","FAIL: absolute_ok=True, benchmark_ok=False, regime_ok=False; mean Sharpe +0.778, 3/3 cuts > 0; SPY mean Sharpe +1.081, ΔSharpe -0.303, beat SPY Sharpe 1/3, beat SPY APY 0/3; benchmark-lag regimes=['HIGH_CALM', 'LOW_SPIKED']",False,True,sha256:cfdd6cb8e950da0f,43
panel-ltr.alpha158_fund.weekly_rollback_2026-07-12.json,backtesting/renquant_104/artifacts/prod/panel-ltr.alpha158_fund.weekly_rollback_2026-07-12.json,5211f6bebd90ca088c7fe2492cae1845369b80b84e53ed347d3c27d7a864c9cf,464741,False,True,False,2026-07-06 operator-directed freshness promote per model freshness governance policy (NO model >28d; freshness > strict gate). genuine_ic=+0.008 below 0.020 threshold due to structural embargo leakage floor (~+0.04 placebo on 60d label). real_ic=+0.055 is positive. Trained 2026-07-06.,[],"FAIL: shuf_ic=-0.0010 (need |·| < 0.005), genuine_ic=+0.0081 (need genuine_ic = aligned_real_ic − placebo_ic > +0.020 [genuine_ic>0.02 (shadow-only, not enforced)]; aligned_real_ic=+0.0651, placebo_ic=+0.0570)","FAIL: absolute_ok=True, benchmark_ok=False, regime_ok=False; mean Sharpe +0.778, 3/3 cuts > 0; SPY mean Sharpe +1.081, ΔSharpe -0.303, beat SPY Sharpe 1/3, beat SPY APY 0/3; benchmark-lag regimes=['HIGH_CALM', 'LOW_SPIKED']",False,True,sha256:cfdd6cb8e950da0f,43
panel-ltr.alpha158_fund.weekly_rollback_2026-07-13.json,backtesting/renquant_104/artifacts/prod/panel-ltr.alpha158_fund.weekly_rollback_2026-07-13.json,5211f6bebd90ca088c7fe2492cae1845369b80b84e53ed347d3c27d7a864c9cf,464741,False,True,False,2026-07-06 operator-directed freshness promote per model freshness governance policy (NO model >28d; freshness > strict gate). genuine_ic=+0.008 below 0.020 threshold due to structural embargo leakage floor (~+0.04 placebo on 60d label). real_ic=+0.055 is positive. Trained 2026-07-06.,[],"FAIL: shuf_ic=-0.0010 (need |·| < 0.005), genuine_ic=+0.0081 (need genuine_ic = aligned_real_ic − placebo_ic > +0.020 [genuine_ic>0.02 (shadow-only, not enforced)]; aligned_real_ic=+0.0651, placebo_ic=+0.0570)","FAIL: absolute_ok=True, benchmark_ok=False, regime_ok=False; mean Sharpe +0.778, 3/3 cuts > 0; SPY mean Sharpe +1.081, ΔSharpe -0.303, beat SPY Sharpe 1/3, beat SPY APY 0/3; benchmark-lag regimes=['HIGH_CALM', 'LOW_SPIKED']",False,True,sha256:cfdd6cb8e950da0f,43
panel-ltr.alpha158_fund.weekly_rollback_2026-07-16.json,backtesting/renquant_104/artifacts/prod/panel-ltr.alpha158_fund.weekly_rollback_2026-07-16.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,507224,False,True,True,"Operator directive 2026-06-22 (""全放宽 + 上 XGB"", ""把xgb马力开足，目前无论什么regime都只能用它""). Primary config wf_gate already opts out benchmark/regime/sanity_regime_ic (2026-05-30 operator decision accepting SPY-laggard GBDT). trade-monotonicity has no pass-enabling opt-in and is OVERRIDDEN by explicit operator authority. Real WF evidence retained below: Sharpe 0.70 vs SPY 1.08 (1/3 cuts beat), APY 7.0% vs SPY 16.9% (0/3 cuts beat), OOS IC +0.053. Reversible: restore the /tmp/prod-xgb.predeploy.* backup.","[""trade_monotonicity_pass_open_allowed""]","FAIL: regime sanity IC failed: regime sanity IC failed: BULL_CALM,CHOPPY","PASS: absolute Sharpe floor met and SPY benchmark met; SPY mean Sharpe +1.081, ΔSharpe -0.384, beat SPY Sharpe 1/3, beat SPY APY 0/3; benchmark-lag regimes=['HIGH_CALM', 'LOW_SPIKED']",False,True,sha256:cfdd6cb8e950da0f,43
panel-ltr.alpha158_fund.weekly_rollback_2026-07-17.json,backtesting/renquant_104/artifacts/prod/panel-ltr.alpha158_fund.weekly_rollback_2026-07-17.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,507224,False,True,True,"Operator directive 2026-06-22 (""全放宽 + 上 XGB"", ""把xgb马力开足，目前无论什么regime都只能用它""). Primary config wf_gate already opts out benchmark/regime/sanity_regime_ic (2026-05-30 operator decision accepting SPY-laggard GBDT). trade-monotonicity has no pass-enabling opt-in and is OVERRIDDEN by explicit operator authority. Real WF evidence retained below: Sharpe 0.70 vs SPY 1.08 (1/3 cuts beat), APY 7.0% vs SPY 16.9% (0/3 cuts beat), OOS IC +0.053. Reversible: restore the /tmp/prod-xgb.predeploy.* backup.","[""trade_monotonicity_pass_open_allowed""]","FAIL: regime sanity IC failed: regime sanity IC failed: BULL_CALM,CHOPPY","PASS: absolute Sharpe floor met and SPY benchmark met; SPY mean Sharpe +1.081, ΔSharpe -0.384, beat SPY Sharpe 1/3, beat SPY APY 0/3; benchmark-lag regimes=['HIGH_CALM', 'LOW_SPIKED']",False,True,sha256:cfdd6cb8e950da0f,43
panel-ltr.alpha158_fund.weekly_rollback_2026-07-18.json,backtesting/renquant_104/artifacts/prod/panel-ltr.alpha158_fund.weekly_rollback_2026-07-18.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,507224,False,True,True,"Operator directive 2026-06-22 (""全放宽 + 上 XGB"", ""把xgb马力开足，目前无论什么regime都只能用它""). Primary config wf_gate already opts out benchmark/regime/sanity_regime_ic (2026-05-30 operator decision accepting SPY-laggard GBDT). trade-monotonicity has no pass-enabling opt-in and is OVERRIDDEN by explicit operator authority. Real WF evidence retained below: Sharpe 0.70 vs SPY 1.08 (1/3 cuts beat), APY 7.0% vs SPY 16.9% (0/3 cuts beat), OOS IC +0.053. Reversible: restore the /tmp/prod-xgb.predeploy.* backup.","[""trade_monotonicity_pass_open_allowed""]","FAIL: regime sanity IC failed: regime sanity IC failed: BULL_CALM,CHOPPY","PASS: absolute Sharpe floor met and SPY benchmark met; SPY mean Sharpe +1.081, ΔSharpe -0.384, beat SPY Sharpe 1/3, beat SPY APY 0/3; benchmark-lag regimes=['HIGH_CALM', 'LOW_SPIKED']",False,True,sha256:cfdd6cb8e950da0f,43
panel-ltr.alpha158_fund.weekly_rollback_2026-07-19.json,backtesting/renquant_104/artifacts/prod/panel-ltr.alpha158_fund.weekly_rollback_2026-07-19.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,507224,False,True,True,"Operator directive 2026-06-22 (""全放宽 + 上 XGB"", ""把xgb马力开足，目前无论什么regime都只能用它""). Primary config wf_gate already opts out benchmark/regime/sanity_regime_ic (2026-05-30 operator decision accepting SPY-laggard GBDT). trade-monotonicity has no pass-enabling opt-in and is OVERRIDDEN by explicit operator authority. Real WF evidence retained below: Sharpe 0.70 vs SPY 1.08 (1/3 cuts beat), APY 7.0% vs SPY 16.9% (0/3 cuts beat), OOS IC +0.053. Reversible: restore the /tmp/prod-xgb.predeploy.* backup.","[""trade_monotonicity_pass_open_allowed""]","FAIL: regime sanity IC failed: regime sanity IC failed: BULL_CALM,CHOPPY","PASS: absolute Sharpe floor met and SPY benchmark met; SPY mean Sharpe +1.081, ΔSharpe -0.384, beat SPY Sharpe 1/3, beat SPY APY 0/3; benchmark-lag regimes=['HIGH_CALM', 'LOW_SPIKED']",False,True,sha256:cfdd6cb8e950da0f,43
panel-ltr.alpha158_fund.weekly_rollback_2026-07-21.json,backtesting/renquant_104/artifacts/prod/panel-ltr.alpha158_fund.weekly_rollback_2026-07-21.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,507224,False,True,True,"Operator directive 2026-06-22 (""全放宽 + 上 XGB"", ""把xgb马力开足，目前无论什么regime都只能用它""). Primary config wf_gate already opts out benchmark/regime/sanity_regime_ic (2026-05-30 operator decision accepting SPY-laggard GBDT). trade-monotonicity has no pass-enabling opt-in and is OVERRIDDEN by explicit operator authority. Real WF evidence retained below: Sharpe 0.70 vs SPY 1.08 (1/3 cuts beat), APY 7.0% vs SPY 16.9% (0/3 cuts beat), OOS IC +0.053. Reversible: restore the /tmp/prod-xgb.predeploy.* backup.","[""trade_monotonicity_pass_open_allowed""]","FAIL: regime sanity IC failed: regime sanity IC failed: BULL_CALM,CHOPPY","PASS: absolute Sharpe floor met and SPY benchmark met; SPY mean Sharpe +1.081, ΔSharpe -0.384, beat SPY Sharpe 1/3, beat SPY APY 0/3; benchmark-lag regimes=['HIGH_CALM', 'LOW_SPIKED']",False,True,sha256:cfdd6cb8e950da0f,43
panel-ltr.alpha158_fund.weekly_rollback_2026-07-23.json,backtesting/renquant_104/artifacts/prod/panel-ltr.alpha158_fund.weekly_rollback_2026-07-23.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,507224,False,True,True,"Operator directive 2026-06-22 (""全放宽 + 上 XGB"", ""把xgb马力开足，目前无论什么regime都只能用它""). Primary config wf_gate already opts out benchmark/regime/sanity_regime_ic (2026-05-30 operator decision accepting SPY-laggard GBDT). trade-monotonicity has no pass-enabling opt-in and is OVERRIDDEN by explicit operator authority. Real WF evidence retained below: Sharpe 0.70 vs SPY 1.08 (1/3 cuts beat), APY 7.0% vs SPY 16.9% (0/3 cuts beat), OOS IC +0.053. Reversible: restore the /tmp/prod-xgb.predeploy.* backup.","[""trade_monotonicity_pass_open_allowed""]","FAIL: regime sanity IC failed: regime sanity IC failed: BULL_CALM,CHOPPY","PASS: absolute Sharpe floor met and SPY benchmark met; SPY mean Sharpe +1.081, ΔSharpe -0.384, beat SPY Sharpe 1/3, beat SPY APY 0/3; benchmark-lag regimes=['HIGH_CALM', 'LOW_SPIKED']",False,True,sha256:cfdd6cb8e950da0f,43
panel-ltr.alpha158_fund.weekly_rollback_2026-07-25.json,backtesting/renquant_104/artifacts/prod/panel-ltr.alpha158_fund.weekly_rollback_2026-07-25.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,507224,False,True,True,"Operator directive 2026-06-22 (""全放宽 + 上 XGB"", ""把xgb马力开足，目前无论什么regime都只能用它""). Primary config wf_gate already opts out benchmark/regime/sanity_regime_ic (2026-05-30 operator decision accepting SPY-laggard GBDT). trade-monotonicity has no pass-enabling opt-in and is OVERRIDDEN by explicit operator authority. Real WF evidence retained below: Sharpe 0.70 vs SPY 1.08 (1/3 cuts beat), APY 7.0% vs SPY 16.9% (0/3 cuts beat), OOS IC +0.053. Reversible: restore the /tmp/prod-xgb.predeploy.* backup.","[""trade_monotonicity_pass_open_allowed""]","FAIL: regime sanity IC failed: regime sanity IC failed: BULL_CALM,CHOPPY","PASS: absolute Sharpe floor met and SPY benchmark met; SPY mean Sharpe +1.081, ΔSharpe -0.384, beat SPY Sharpe 1/3, beat SPY APY 0/3; benchmark-lag regimes=['HIGH_CALM', 'LOW_SPIKED']",False,True,sha256:cfdd6cb8e950da0f,43
